Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,FreezeQty
MCX,mcx_fo,SILVERM,250957,OPTFUT,PE,75000,SILVERM23NOV75000PE,SILVERM23NOV75000PE,SILVERM 21NOV23 75000 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250958,OPTFUT,CE,75250,SILVERM23NOV75250CE,SILVERM23NOV75250CE,SILVERM 21NOV23 75250 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250959,OPTFUT,PE,75250,SILVERM23NOV75250PE,SILVERM23NOV75250PE,SILVERM 21NOV23 75250 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250960,OPTFUT,CE,75500,SILVERM23NOV75500CE,SILVERM23NOV75500CE,SILVERM 21NOV23 75500 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250961,OPTFUT,PE,75500,SILVERM23NOV75500PE,SILVERM23NOV75500PE,SILVERM 21NOV23 75500 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250962,OPTFUT,CE,75750,SILVERM23NOV75750CE,SILVERM23NOV75750CE,SILVERM 21NOV23 75750 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250963,OPTFUT,PE,75750,SILVERM23NOV75750PE,SILVERM23NOV75750PE,SILVERM 21NOV23 75750 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250964,OPTFUT,CE,76000,SILVERM23NOV76000CE,SILVERM23NOV76000CE,SILVERM 21NOV23 76000 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250965,OPTFUT,PE,76000,SILVERM23NOV76000PE,SILVERM23NOV76000PE,SILVERM 21NOV23 76000 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250966,OPTFUT,CE,76250,SILVERM23NOV76250CE,SILVERM23NOV76250CE,SILVERM 21NOV23 76250 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250967,OPTFUT,PE,76250,SILVERM23NOV76250PE,SILVERM23NOV76250PE,SILVERM 21NOV23 76250 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250968,OPTFUT,CE,76500,SILVERM23NOV76500CE,SILVERM23NOV76500CE,SILVERM 21NOV23 76500 CE,2023-11-21,5,0.5,120
MCX,mcx_fo,SILVERM,250969,OPTFUT,PE,76500,SILVERM23NOV76500PE,SILVERM23NOV76500PE,SILVERM 21NOV23 76500 PE,2023-11-21,5,0.5,120
MCX,mcx_fo,COPPER,253823,FUTCOM,,0,COPPER23JULFUT,COPPER23JULFUT,COPPER 31JUL23 FUT,2023-07-31,2500,0.05,28
MCX,mcx_fo,CRUDEOILM,253941,FUTCOM,,0,CRUDEOILM23JULFUT,CRUDEOILM23JULFUT,CRUDEOILM 19JUL23 FUT,2023-07-19,10,1.0,1000
MCX,mcx_fo,CRUDEOILM,253942,FUTCOM,,0,CRUDEOILM23AUGFUT,CRUDEOILM23AUGFUT,CRUDEOILM 21AUG23 FUT,2023-08-21,10,1.0,1000
MCX,mcx_fo,SLVJULSE23,253968,FUTCOM,,0,SLVJULSE2323JULFUT,SLVJULSE2323JULFUT,SLVJULSE23 05JUL23 FUT,2023-07-05,30,1.0,20
MCX,mcx_fo,SILVER,254350,FUTCOM,,0,SILVER24MARFUT,SILVER24MARFUT,SILVER 05MAR24 FUT,2024-03-05,30,1.0,20
MCX,mcx_fo,SILVERM,254351,FUTCOM,,0,SILVERM24FEBFUT,SILVERM24FEBFUT,SILVERM 29FEB24 FUT,2024-02-29,5,1.0,120
MCX,mcx_fo,SILVER,254712,OPTFUT,CE,65000,SILVER24FEB65000CE,SILVER24FEB65000CE,SILVER 23FEB24 65000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254713,OPTFUT,PE,65000,SILVER24FEB65000PE,SILVER24FEB65000PE,SILVER 23FEB24 65000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254492,OPTFUT,CE,65250,SILVER24FEB65250CE,SILVER24FEB65250CE,SILVER 23FEB24 65250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254493,OPTFUT,PE,65250,SILVER24FEB65250PE,SILVER24FEB65250PE,SILVER 23FEB24 65250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254494,OPTFUT,CE,65500,SILVER24FEB65500CE,SILVER24FEB65500CE,SILVER 23FEB24 65500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254495,OPTFUT,PE,65500,SILVER24FEB65500PE,SILVER24FEB65500PE,SILVER 23FEB24 65500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254496,OPTFUT,CE,65750,SILVER24FEB65750CE,SILVER24FEB65750CE,SILVER 23FEB24 65750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254497,OPTFUT,PE,65750,SILVER24FEB65750PE,SILVER24FEB65750PE,SILVER 23FEB24 65750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254498,OPTFUT,CE,66000,SILVER24FEB66000CE,SILVER24FEB66000CE,SILVER 23FEB24 66000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254499,OPTFUT,PE,66000,SILVER24FEB66000PE,SILVER24FEB66000PE,SILVER 23FEB24 66000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254500,OPTFUT,CE,66250,SILVER24FEB66250CE,SILVER24FEB66250CE,SILVER 23FEB24 66250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254501,OPTFUT,PE,66250,SILVER24FEB66250PE,SILVER24FEB66250PE,SILVER 23FEB24 66250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254502,OPTFUT,CE,66500,SILVER24FEB66500CE,SILVER24FEB66500CE,SILVER 23FEB24 66500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254503,OPTFUT,PE,66500,SILVER24FEB66500PE,SILVER24FEB66500PE,SILVER 23FEB24 66500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254504,OPTFUT,CE,66750,SILVER24FEB66750CE,SILVER24FEB66750CE,SILVER 23FEB24 66750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254505,OPTFUT,PE,66750,SILVER24FEB66750PE,SILVER24FEB66750PE,SILVER 23FEB24 66750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254506,OPTFUT,CE,67000,SILVER24FEB67000CE,SILVER24FEB67000CE,SILVER 23FEB24 67000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254507,OPTFUT,PE,67000,SILVER24FEB67000PE,SILVER24FEB67000PE,SILVER 23FEB24 67000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254508,OPTFUT,CE,67250,SILVER24FEB67250CE,SILVER24FEB67250CE,SILVER 23FEB24 67250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254509,OPTFUT,PE,67250,SILVER24FEB67250PE,SILVER24FEB67250PE,SILVER 23FEB24 67250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254510,OPTFUT,CE,67500,SILVER24FEB67500CE,SILVER24FEB67500CE,SILVER 23FEB24 67500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254511,OPTFUT,PE,67500,SILVER24FEB67500PE,SILVER24FEB67500PE,SILVER 23FEB24 67500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254512,OPTFUT,CE,67750,SILVER24FEB67750CE,SILVER24FEB67750CE,SILVER 23FEB24 67750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254513,OPTFUT,PE,67750,SILVER24FEB67750PE,SILVER24FEB67750PE,SILVER 23FEB24 67750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254514,OPTFUT,CE,68000,SILVER24FEB68000CE,SILVER24FEB68000CE,SILVER 23FEB24 68000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254515,OPTFUT,PE,68000,SILVER24FEB68000PE,SILVER24FEB68000PE,SILVER 23FEB24 68000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254516,OPTFUT,CE,68250,SILVER24FEB68250CE,SILVER24FEB68250CE,SILVER 23FEB24 68250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254517,OPTFUT,PE,68250,SILVER24FEB68250PE,SILVER24FEB68250PE,SILVER 23FEB24 68250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254518,OPTFUT,CE,68500,SILVER24FEB68500CE,SILVER24FEB68500CE,SILVER 23FEB24 68500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254519,OPTFUT,PE,68500,SILVER24FEB68500PE,SILVER24FEB68500PE,SILVER 23FEB24 68500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254520,OPTFUT,CE,68750,SILVER24FEB68750CE,SILVER24FEB68750CE,SILVER 23FEB24 68750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254521,OPTFUT,PE,68750,SILVER24FEB68750PE,SILVER24FEB68750PE,SILVER 23FEB24 68750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254522,OPTFUT,CE,69000,SILVER24FEB69000CE,SILVER24FEB69000CE,SILVER 23FEB24 69000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254523,OPTFUT,PE,69000,SILVER24FEB69000PE,SILVER24FEB69000PE,SILVER 23FEB24 69000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254524,OPTFUT,CE,69250,SILVER24FEB69250CE,SILVER24FEB69250CE,SILVER 23FEB24 69250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254525,OPTFUT,PE,69250,SILVER24FEB69250PE,SILVER24FEB69250PE,SILVER 23FEB24 69250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254526,OPTFUT,CE,69500,SILVER24FEB69500CE,SILVER24FEB69500CE,SILVER 23FEB24 69500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254527,OPTFUT,PE,69500,SILVER24FEB69500PE,SILVER24FEB69500PE,SILVER 23FEB24 69500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254528,OPTFUT,CE,69750,SILVER24FEB69750CE,SILVER24FEB69750CE,SILVER 23FEB24 69750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254529,OPTFUT,PE,69750,SILVER24FEB69750PE,SILVER24FEB69750PE,SILVER 23FEB24 69750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254530,OPTFUT,CE,70000,SILVER24FEB70000CE,SILVER24FEB70000CE,SILVER 23FEB24 70000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254531,OPTFUT,PE,70000,SILVER24FEB70000PE,SILVER24FEB70000PE,SILVER 23FEB24 70000 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254532,OPTFUT,CE,70250,SILVER24FEB70250CE,SILVER24FEB70250CE,SILVER 23FEB24 70250 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254533,OPTFUT,PE,70250,SILVER24FEB70250PE,SILVER24FEB70250PE,SILVER 23FEB24 70250 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254534,OPTFUT,CE,70500,SILVER24FEB70500CE,SILVER24FEB70500CE,SILVER 23FEB24 70500 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254535,OPTFUT,PE,70500,SILVER24FEB70500PE,SILVER24FEB70500PE,SILVER 23FEB24 70500 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254536,OPTFUT,CE,70750,SILVER24FEB70750CE,SILVER24FEB70750CE,SILVER 23FEB24 70750 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254537,OPTFUT,PE,70750,SILVER24FEB70750PE,SILVER24FEB70750PE,SILVER 23FEB24 70750 PE,2024-02-23,30,0.5,20
MCX,mcx_fo,SILVER,254538,OPTFUT,CE,71000,SILVER24FEB71000CE,SILVER24FEB71000CE,SILVER 23FEB24 71000 CE,2024-02-23,30,0.5,20
MCX,mcx_fo,GOLD,256433,OPTFUT,PE,59800,GOLD24MAR59800PE,GOLD24MAR59800PE,GOLD 26MAR24 59800 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256434,OPTFUT,CE,59900,GOLD24MAR59900CE,GOLD24MAR59900CE,GOLD 26MAR24 59900 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256435,OPTFUT,PE,59900,GOLD24MAR59900PE,GOLD24MAR59900PE,GOLD 26MAR24 59900 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256281,OPTFUT,CE,60000,GOLD24MAR60000CE,GOLD24MAR60000CE,GOLD 26MAR24 60000 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256282,OPTFUT,PE,60000,GOLD24MAR60000PE,GOLD24MAR60000PE,GOLD 26MAR24 60000 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256283,OPTFUT,CE,60100,GOLD24MAR60100CE,GOLD24MAR60100CE,GOLD 26MAR24 60100 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256284,OPTFUT,PE,60100,GOLD24MAR60100PE,GOLD24MAR60100PE,GOLD 26MAR24 60100 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256173,OPTFUT,CE,60200,GOLD24MAR60200CE,GOLD24MAR60200CE,GOLD 26MAR24 60200 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256174,OPTFUT,PE,60200,GOLD24MAR60200PE,GOLD24MAR60200PE,GOLD 26MAR24 60200 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256175,OPTFUT,CE,60300,GOLD24MAR60300CE,GOLD24MAR60300CE,GOLD 26MAR24 60300 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256176,OPTFUT,PE,60300,GOLD24MAR60300PE,GOLD24MAR60300PE,GOLD 26MAR24 60300 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256177,OPTFUT,CE,60400,GOLD24MAR60400CE,GOLD24MAR60400CE,GOLD 26MAR24 60400 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256178,OPTFUT,PE,60400,GOLD24MAR60400PE,GOLD24MAR60400PE,GOLD 26MAR24 60400 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256179,OPTFUT,CE,60500,GOLD24MAR60500CE,GOLD24MAR60500CE,GOLD 26MAR24 60500 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256180,OPTFUT,PE,60500,GOLD24MAR60500PE,GOLD24MAR60500PE,GOLD 26MAR24 60500 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256181,OPTFUT,CE,60600,GOLD24MAR60600CE,GOLD24MAR60600CE,GOLD 26MAR24 60600 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256182,OPTFUT,PE,60600,GOLD24MAR60600PE,GOLD24MAR60600PE,GOLD 26MAR24 60600 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256183,OPTFUT,CE,60700,GOLD24MAR60700CE,GOLD24MAR60700CE,GOLD 26MAR24 60700 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256184,OPTFUT,PE,60700,GOLD24MAR60700PE,GOLD24MAR60700PE,GOLD 26MAR24 60700 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256185,OPTFUT,CE,60800,GOLD24MAR60800CE,GOLD24MAR60800CE,GOLD 26MAR24 60800 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256186,OPTFUT,PE,60800,GOLD24MAR60800PE,GOLD24MAR60800PE,GOLD 26MAR24 60800 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256187,OPTFUT,CE,60900,GOLD24MAR60900CE,GOLD24MAR60900CE,GOLD 26MAR24 60900 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256188,OPTFUT,PE,60900,GOLD24MAR60900PE,GOLD24MAR60900PE,GOLD 26MAR24 60900 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256189,OPTFUT,CE,61000,GOLD24MAR61000CE,GOLD24MAR61000CE,GOLD 26MAR24 61000 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256190,OPTFUT,PE,61000,GOLD24MAR61000PE,GOLD24MAR61000PE,GOLD 26MAR24 61000 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256191,OPTFUT,CE,61100,GOLD24MAR61100CE,GOLD24MAR61100CE,GOLD 26MAR24 61100 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256192,OPTFUT,PE,61100,GOLD24MAR61100PE,GOLD24MAR61100PE,GOLD 26MAR24 61100 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256193,OPTFUT,CE,61200,GOLD24MAR61200CE,GOLD24MAR61200CE,GOLD 26MAR24 61200 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256194,OPTFUT,PE,61200,GOLD24MAR61200PE,GOLD24MAR61200PE,GOLD 26MAR24 61200 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256195,OPTFUT,CE,61300,GOLD24MAR61300CE,GOLD24MAR61300CE,GOLD 26MAR24 61300 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256196,OPTFUT,PE,61300,GOLD24MAR61300PE,GOLD24MAR61300PE,GOLD 26MAR24 61300 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256197,OPTFUT,CE,61400,GOLD24MAR61400CE,GOLD24MAR61400CE,GOLD 26MAR24 61400 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256198,OPTFUT,PE,61400,GOLD24MAR61400PE,GOLD24MAR61400PE,GOLD 26MAR24 61400 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256199,OPTFUT,CE,61500,GOLD24MAR61500CE,GOLD24MAR61500CE,GOLD 26MAR24 61500 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256200,OPTFUT,PE,61500,GOLD24MAR61500PE,GOLD24MAR61500PE,GOLD 26MAR24 61500 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256201,OPTFUT,CE,61600,GOLD24MAR61600CE,GOLD24MAR61600CE,GOLD 26MAR24 61600 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256202,OPTFUT,PE,61600,GOLD24MAR61600PE,GOLD24MAR61600PE,GOLD 26MAR24 61600 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256203,OPTFUT,CE,61700,GOLD24MAR61700CE,GOLD24MAR61700CE,GOLD 26MAR24 61700 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256204,OPTFUT,PE,61700,GOLD24MAR61700PE,GOLD24MAR61700PE,GOLD 26MAR24 61700 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256205,OPTFUT,CE,61800,GOLD24MAR61800CE,GOLD24MAR61800CE,GOLD 26MAR24 61800 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256206,OPTFUT,PE,61800,GOLD24MAR61800PE,GOLD24MAR61800PE,GOLD 26MAR24 61800 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256207,OPTFUT,CE,61900,GOLD24MAR61900CE,GOLD24MAR61900CE,GOLD 26MAR24 61900 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256208,OPTFUT,PE,61900,GOLD24MAR61900PE,GOLD24MAR61900PE,GOLD 26MAR24 61900 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256209,OPTFUT,CE,62000,GOLD24MAR62000CE,GOLD24MAR62000CE,GOLD 26MAR24 62000 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256210,OPTFUT,PE,62000,GOLD24MAR62000PE,GOLD24MAR62000PE,GOLD 26MAR24 62000 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256211,OPTFUT,CE,62100,GOLD24MAR62100CE,GOLD24MAR62100CE,GOLD 26MAR24 62100 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256212,OPTFUT,PE,62100,GOLD24MAR62100PE,GOLD24MAR62100PE,GOLD 26MAR24 62100 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256213,OPTFUT,CE,62200,GOLD24MAR62200CE,GOLD24MAR62200CE,GOLD 26MAR24 62200 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256214,OPTFUT,PE,62200,GOLD24MAR62200PE,GOLD24MAR62200PE,GOLD 26MAR24 62200 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256215,OPTFUT,CE,62300,GOLD24MAR62300CE,GOLD24MAR62300CE,GOLD 26MAR24 62300 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256216,OPTFUT,PE,62300,GOLD24MAR62300PE,GOLD24MAR62300PE,GOLD 26MAR24 62300 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256217,OPTFUT,CE,62400,GOLD24MAR62400CE,GOLD24MAR62400CE,GOLD 26MAR24 62400 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256218,OPTFUT,PE,62400,GOLD24MAR62400PE,GOLD24MAR62400PE,GOLD 26MAR24 62400 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256219,OPTFUT,CE,62500,GOLD24MAR62500CE,GOLD24MAR62500CE,GOLD 26MAR24 62500 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256220,OPTFUT,PE,62500,GOLD24MAR62500PE,GOLD24MAR62500PE,GOLD 26MAR24 62500 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256221,OPTFUT,CE,62600,GOLD24MAR62600CE,GOLD24MAR62600CE,GOLD 26MAR24 62600 CE,2024-03-26,1,0.5,100
MCX,mcx_fo,GOLD,256222,OPTFUT,PE,62600,GOLD24MAR62600PE,GOLD24MAR62600PE,GOLD 26MAR24 62600 PE,2024-03-26,1,0.5,100
MCX,mcx_fo,CRUDEOIL,256685,OPTFUT,PE,4800,CRUDEOIL23JUL4800PE,CRUDEOIL23JUL4800PE,CRUDEOIL 17JUL23 4800 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256686,OPTFUT,CE,4850,CRUDEOIL23JUL4850CE,CRUDEOIL23JUL4850CE,CRUDEOIL 17JUL23 4850 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256687,OPTFUT,PE,4850,CRUDEOIL23JUL4850PE,CRUDEOIL23JUL4850PE,CRUDEOIL 17JUL23 4850 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256544,OPTFUT,CE,4900,CRUDEOIL23JUL4900CE,CRUDEOIL23JUL4900CE,CRUDEOIL 17JUL23 4900 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256545,OPTFUT,PE,4900,CRUDEOIL23JUL4900PE,CRUDEOIL23JUL4900PE,CRUDEOIL 17JUL23 4900 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256546,OPTFUT,CE,4950,CRUDEOIL23JUL4950CE,CRUDEOIL23JUL4950CE,CRUDEOIL 17JUL23 4950 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256547,OPTFUT,PE,4950,CRUDEOIL23JUL4950PE,CRUDEOIL23JUL4950PE,CRUDEOIL 17JUL23 4950 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256534,OPTFUT,CE,5000,CRUDEOIL23JUL5000CE,CRUDEOIL23JUL5000CE,CRUDEOIL 17JUL23 5000 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256535,OPTFUT,PE,5000,CRUDEOIL23JUL5000PE,CRUDEOIL23JUL5000PE,CRUDEOIL 17JUL23 5000 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256536,OPTFUT,CE,5050,CRUDEOIL23JUL5050CE,CRUDEOIL23JUL5050CE,CRUDEOIL 17JUL23 5050 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256537,OPTFUT,PE,5050,CRUDEOIL23JUL5050PE,CRUDEOIL23JUL5050PE,CRUDEOIL 17JUL23 5050 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256538,OPTFUT,CE,5100,CRUDEOIL23JUL5100CE,CRUDEOIL23JUL5100CE,CRUDEOIL 17JUL23 5100 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256539,OPTFUT,PE,5100,CRUDEOIL23JUL5100PE,CRUDEOIL23JUL5100PE,CRUDEOIL 17JUL23 5100 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256404,OPTFUT,CE,5150,CRUDEOIL23JUL5150CE,CRUDEOIL23JUL5150CE,CRUDEOIL 17JUL23 5150 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256405,OPTFUT,PE,5150,CRUDEOIL23JUL5150PE,CRUDEOIL23JUL5150PE,CRUDEOIL 17JUL23 5150 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256406,OPTFUT,CE,5200,CRUDEOIL23JUL5200CE,CRUDEOIL23JUL5200CE,CRUDEOIL 17JUL23 5200 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256407,OPTFUT,PE,5200,CRUDEOIL23JUL5200PE,CRUDEOIL23JUL5200PE,CRUDEOIL 17JUL23 5200 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256408,OPTFUT,CE,5250,CRUDEOIL23JUL5250CE,CRUDEOIL23JUL5250CE,CRUDEOIL 17JUL23 5250 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256409,OPTFUT,PE,5250,CRUDEOIL23JUL5250PE,CRUDEOIL23JUL5250PE,CRUDEOIL 17JUL23 5250 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256298,OPTFUT,CE,5300,CRUDEOIL23JUL5300CE,CRUDEOIL23JUL5300CE,CRUDEOIL 17JUL23 5300 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256299,OPTFUT,PE,5300,CRUDEOIL23JUL5300PE,CRUDEOIL23JUL5300PE,CRUDEOIL 17JUL23 5300 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256300,OPTFUT,CE,5350,CRUDEOIL23JUL5350CE,CRUDEOIL23JUL5350CE,CRUDEOIL 17JUL23 5350 CE,2023-07-17,100,0.1,100
MCX,mcx_fo,CRUDEOIL,256301,OPTFUT,PE,5350,CRUDEOIL23JUL5350PE,CRUDEOIL23JUL5350PE,CRUDEOIL 17JUL23 5350 PE,2023-07-17,100,0.1,100
MCX,mcx_fo,SILVER,256983,OPTFUT,PE,76500,SILVER24APR76500PE,SILVER24APR76500PE,SILVER 24APR24 76500 PE,2024-04-24,30,0.5,20
